,Y,Y_RF,sig_1,pos_1,bal_1,sig_2,pos_2,bal_2,sig_3,pos_3,bal_3,Y_close,PL1,PL2,PL3
341,1832.0,1836.04512674448,1.0,1.0,1020237.9999999995,1.0,0.0,883510.0,-1.0,-1.0,1587118.0,1831.05,-570.0,0.0,1824.0
342,1836.0,1834.3379421902675,-1.0,-1.0,1001937.9999999995,-1.0,-1.0,865210.0,-1.0,-1.0,1608388.0,1866.5,-18300.0,-18300.0,21270.0
343,1869.01,1848.5626913588226,-1.0,-1.0,1034457.9999999995,-1.0,0.0,865210.0,-1.0,-1.0,1577374.0,1814.81,32520.0,0.0,-31014.0
344,1823.01,1836.2776224852944,1.0,1.0,1010451.9999999995,1.0,1.0,841204.0,-1.0,-1.0,1558288.0,1783.0,-24006.0,-24006.0,-19086.0
345,1787.01,1792.0189300688962,1.0,1.0,1010973.9999999995,1.0,0.0,841204.0,-1.0,-1.0,1561216.0,1787.88,522.0,0.0,2928.0
346,1787.91,1777.2591386375402,-1.0,-1.0,1004139.9999999995,-1.0,-1.0,834370.0,-1.0,-1.0,1568068.0,1799.3,-6834.0,-6834.0,6852.0
347,1799.0,1793.1572315069482,-1.0,-1.0,982779.9999999995,-1.0,0.0,834370.0,-1.0,-1.0,1589248.0,1834.6,-21360.0,0.0,21180.0
348,1841.0,1821.0729816643427,-1.0,-1.0,994719.9999999995,-1.0,0.0,834370.0,-1.0,-1.0,1581148.0,1821.1,11940.0,0.0,-8100.0
349,1830.0,1828.423683400536,-1.0,-1.0,984243.9999999995,-1.0,0.0,834370.0,-1.0,-1.0,1596964.0,1847.46,-10476.0,0.0,15816.0
350,1852.5,1838.5550482165725,-1.0,-1.0,977943.9999999995,-1.0,0.0,834370.0,-1.0,-1.0,1606288.0,1863.0,-6300.0,0.0,9324.0
351,1866.0,1859.4716400050963,-1.0,-1.0,967263.9999999995,-1.0,0.0,834370.0,-1.0,-1.0,1618768.0,1883.8,-10680.0,0.0,12480.0
352,1886.31,1876.0069634284628,-1.0,-1.0,960249.9999999995,-1.0,0.0,834370.0,-1.0,-1.0,1627288.0,1898.0,-7014.0,0.0,8520.0
353,1892.0,1893.1990506357763,1.0,1.0,957729.9999999995,1.0,1.0,831850.0,-1.0,-1.0,1621168.0,1887.8,-2520.0,-2520.0,-6120.0
354,1883.91,1885.7862666026347,1.0,1.0,969033.9999999995,1.0,0.0,831850.0,-1.0,-1.0,1630138.0,1902.75,11304.0,0.0,8970.0
355,1911.1,1904.2594608951222,-1.0,-1.0,961293.9999999995,-1.0,-1.0,824110.0,-1.0,-1.0,1642888.0,1924.0,-7740.0,-7740.0,12750.0
356,1924.0,1913.0824777513412,-1.0,-1.0,985893.9999999995,-1.0,0.0,824110.0,-1.0,-1.0,1618288.0,1883.0,24600.0,0.0,-24600.0
357,1898.9,1902.1736927755128,1.0,1.0,977853.9999999995,1.0,1.0,816070.0,-1.0,-1.0,1619788.0,1885.5,-8040.0,-8040.0,1500.0
358,1890.0,1890.9174062986035,1.0,1.0,972453.9999999995,1.0,0.0,816070.0,-1.0,-1.0,1617088.0,1881.0,-5400.0,0.0,-2700.0
359,1890.16,1880.3146918475986,-1.0,-1.0,980649.9999999995,-1.0,-1.0,824266.0,-1.0,-1.0,1614388.0,1876.5,8196.0,8196.0,-2700.0
360,1882.0,1884.4307153491015,1.0,1.0,974049.9999999995,1.0,1.0,817666.0,-1.0,-1.0,1611088.0,1871.0,-6600.0,-6600.0,-3300.0
361,1880.1,1880.2063505395306,1.0,1.0,990711.9999999995,1.0,0.0,817666.0,-1.0,-1.0,1633210.0,1907.87,16662.0,0.0,22122.0
362,1907.18,1899.4933904862216,-1.0,-1.0,993219.9999999995,-1.0,-1.0,820174.0,-1.0,-1.0,1630288.0,1903.0,2508.0,2508.0,-2922.0
363,1912.0,1911.0387499026322,-1.0,-1.0,997419.9999999995,-1.0,0.0,820174.0,-1.0,-1.0,1631488.0,1905.0,4200.0,0.0,1200.0
364,1914.0,1909.1749236983103,-1.0,-1.0,986439.9999999995,-1.0,0.0,820174.0,-1.0,-1.0,1647868.0,1932.3,-10980.0,0.0,16380.0
365,1933.0,1925.6926101429071,-1.0,-1.0,985233.9999999995,-1.0,0.0,820174.0,-1.0,-1.0,1649494.0,1935.01,-1206.0,0.0,1626.0
366,1945.0,1935.8617725682168,-1.0,-1.0,952383.9999999995,-1.0,0.0,820174.0,-1.0,-1.0,1688338.0,1999.75,-32850.0,0.0,38844.0
367,2000.12,1981.6962062967093,-1.0,-1.0,951165.9999999995,-1.0,0.0,820174.0,-1.0,-1.0,1689778.0,2002.15,-1218.0,0.0,1440.0
